Periodo,Indice
202108,141.058025135032
202109,140.845981271007
202110,140.562729892158
202111,145.463587294665
202112,146.03073105734
202201,136.169863072769
202202,137.617239121186
202203,153.92877566655
202204,153.733594055258
202205,162.678500482183
202206,159.899438889734
202207,151.64179818889
202208,150.574654372655
202209,147.737266814987
202210,146.854093503699
