Periodo,Indice
2021-08,141.058025135032
2021-09,140.845981271007
2021-10,140.562729892158
2021-11,145.463587294665
2021-12,146.03073105734
2022-01,136.169863072769
2022-02,137.617239121186
2022-03,153.92877566655
2022-04,153.733594055258
2022-05,162.678500482183
2022-06,159.899438889734
2022-07,151.64179818889
2022-08,150.574654372655
2022-09,147.737266814987
2022-10,146.854093503699
